<1>	(0.000-4.096)	<no-speech>	<no-speech>
<36>	(222.000-232.030)	<sta> pero sa tagal ng inantay natin sa ganda ng reception sa ganda ng <hes> reception even worldwide sa social media <sta> did you feel positive after our presentation ?	but with the long time we have been waiting with the beautiful reception with the beautiful reception even worldwide in the social media did you feel positive after our presentation ?
<37>	(232.030-234.124)	yes eh kumbaga nag-double overtime eh .	yes so like we had overtime well .
<38>	(234.124-239.360)	<sta> it went to double overtime and <hes> the central board members themselves came one by one to us .	it went to double overtime and the central board members themselves came one by one to us .
<39>	(239.360-243.816)	<sta> and they really told how close it was and how a difficult decision it was for them .	and they really told how close it was and how a difficult decision it was for them .
<40>	(243.816-246.530)	<sta> sila mismo ang nagsabi lumapit sila dito sa 'min .	they had told it themselves they came to us here .
<41>	(246.530-255.604)	<sta> ah isa-isa so you know <hes> it just shows kung gaano kahirap itong desisyon na 'to and how -- how close we were kaya nakakahinayang .	ah one by one so you know it just shows how difficult this decision is and how -- how close we were so it is regretfully wasted .
<42>	(255.604-260.603)	pero still salamat sa lahat ng ating mga kababayan 'yung mga dasal n'yo 'yung mga tweet n'yo your messages .	but still thank you to all of our fellowmen those prayers of yours those tweet of yours your messages .
<43>	(260.603-271.170)	'yung ating mga kapatid sa T_V five you know our digital five T_V five news five staffs sports five with all the work <sta> <hes> pinag-trend natin worldwide it was unbelievable .	our siblings in T_V five you know our digital five T_V five news staffs sports five with all the work we have made it to trend worldwide it was unbelievable .
<44>	(271.170-276.245)	sige Chot tawagin din natin si secretary Jimenez of the <hes> Department of Tourism who was also a part of this .	well Chot let us also call Secretary Jimenez of the Department of Tourism who was also a part of this .
<45>	(276.245-276.693)	sir ?	sir ?
<46>	(276.693-277.700)	<no-speech>	<no-speech>
<47>	(277.700-280.604)	of course we did not get the result that we wantad no ?	of course we did not get the result that we wanted okay ?
<48>	(280.604-280.988)	yes .	yes .
<49>	(280.988-286.100)	what do you thing we should have done differently if anything at all sa ating presentation ?	what do you think we should have done differently if anything at all in our presentation ?
<50>	(286.100-291.090)	well <hes> I cannot offhand thing of anything we would have done differently I think .	well I cannot offhand thing of anything we would have done differently I think .
<51>	(291.090-301.870)	I think when you looked back at it the disappoint is really more that we probably should <hes> more strongly communicate not just here but in the near future .	I think when you looked back at it the disappoint is really more that we probably should more strongly communicate not just here but in the near future .
<52>	(301.870-312.862)	our <hes> our strength in <hes> our ability to actually have the facilities the manpower and the planning skills <hes> to host this kind of event .	our our strength in our ability to actually have the facilities the manpower and the planning skills to host this kind of event .
<53>	(312.862-317.560)	secretary we were up against the giant in China but yet we made it close no .	secretary we were up against the giant in China but yet we made it close right .
<54>	(317.560-322.560)	<hes> what were the factors that actually made it a close fight ?	what were the factors that actually made it a close fight ?
<55>	(322.560-333.200)	<sta> well I think you -- you have to understand that <sta> basketball is at its very core very competitive therefore very emotional exercise .	well I think you -- you have to understand that basketball is at its very core very competitive therefore very emotional exercise .
<56>	(333.200-335.622)	very emotional human exercise .	very emotional human exercise .
<57>	(335.622-343.753)	and the Filipinos are <hes> as they say the most skilled basketball fans in the world .	and the Filipinos are as they say the most skilled basketball fans in the world .
<58>	(343.753-345.800)	they know their basketball .	they know their basketball .
<59>	(345.800-352.657)	and the reason why we got to this point is precisely because on the strength of that we had a story to tell .	and the reason why we got to this point is precisely because on the strength of that we had a story to tell .
<60>	(352.657-357.400)	the Filipinos cannot fall more in-love with the basketball than they <sta> already are .	the Filipinos cannot fall more in love with the basketball than they already are .
<61>	(357.400-359.163)	ramdam na ramdam po 'yung talaga .	that is really really felt .
<62>	(359.163-363.479)	yes so the next step is really getting the rest of the world to fall in-love with it again .	yes so the next step is really getting the rest of the world to fall in love with it again .
<63>	(363.479-364.463)	opo marami salamat .	yes thank you very much .
<64>	(364.463-367.010)	<overlap> and were kind of hoping that we would <hes> do that yes .	and we're kind of hoping that we would do that yes .
<65>	(367.010-369.136)	thank you very much for your time mister secretary .	thank you very much for your time mister secretary .
<66>	(369.136-371.217)	we also want to talk to <hes> Quinito .	we also want to talk to Quinito .
<67>	(371.217-375.924)	nandito si Lou Diamond Phillips was also part of our <hes> our presentation .	here is Lou Diamond Phillips was also part of our our presentation .
<68>	(375.924-377.709)	yeah how are you taking this ?	yeah how are you taking this ?
<69>	(377.709-379.250)	what are your thoughts at this time ?	what are your thoughts at this time ?
<70>	(379.250-384.820)	first of all I am still incredibly -- incredibly proud of this delegation .	first of all I am still incredibly -- incredibly proud of this delegation .
<71>	(384.820-387.969)	<hes> you know we -- we left our hearts on the court .	you know we -- we left our hearts on the court .
<72>	(387.969-391.460)	we <hes> fought a good fight did everything that we could .	we fought a good fight did everything that we could .
<73>	(391.460-402.009)	and <hes> you know <hes> China is -- is obviously a <hes> very impressive and <hes> very you know <hes> very worthy opponent .	and you know China is -- is obviously a very impressive and very you know very worthy opponent .
<74>	(402.009-412.352)	but <hes> I -- I feel like we have <hes> nothing to be ashamed of <hes> nothing to regret and <hes> we will steer the course keep fighting a good fight and hopefully one day bring it home to the Philippines .	but I -- I feel like we have nothing to be ashamed of nothing to regret and we will steer the course keep fighting a good fight and hopefully one day bring it home to the Philippines .
<75>	(412.352-418.199)	well Lou when you're up there what was the reaction you felt <hes> from the people as you were speaking ?	well Lou when you're up there what was the reaction you felt from the people as you were speaking ?
<76>	(418.199-423.900)	I to be quite honest and you know I've been on stage before I've done this <hes> I thought they were with us .	I to be quite honest and you know I've been on stage before I've done this I thought they were with us .
<77>	(423.900-424.946)	I saw smiles .	I saw smiles .
<78>	(424.946-426.588)	I saw <hes> excitement .	I saw excitement .
<79>	(426.588-430.334)	<sta> I saw great <sta> interest and intrigue in what we were doing .	I saw great interest and intrigue in what we were doing .
<80>	(430.334-432.892)	<sta> so I know that our message got through .	so I know that our message got through .
<81>	(432.892-434.000)	<no-speech>	<no-speech>
<82>	(434.000-445.689)	<sta> I -- I could not even begin to -- to understand what difference you know <hes> considerations and <hes> <sta> what -- what the <hes> the international jury was looking for .	I -- I could not even begin to -- to understand what difference you know considerations and what -- what the the international jury was looking for .
<83>	(445.689-447.468)	obviously we just got edged out .	obviously we just got edged out .
<84>	(447.468-452.279)	<sta> what I will say is that the decision was to laid twice .	what I will say is that the decision was to laid twice .
<85>	(452.279-456.684)	<sta> we had to wait for -- for you know the <hes> this decision from the jury .	we had to wait for -- for you know the this decision from the jury .
<86>	(456.684-459.393)	<sta> so I know I know we made them think .	so I know I know we made them think .
<87>	(459.393-463.247)	I know we made them talk and this was not an easy decision for them .	I know we made them talk and this was not an easy decision for them .
<88>	(463.247-467.209)	so <hes> I know that the Philippines put you know our best foot forward .	so I know that the Philippines put you know our best foot forward .
<89>	(467.209-471.579)	I also think we <hes> we made every Filipino once again proud of their heritage today .	I also think we we made every Filipino once again proud of their heritage today .
<90>	(471.579-472.588)	thank you so much or your time .	thank you so much for your time .
<91>	(472.588-473.535)	thank you .	thank you .
<92>	(473.535-474.340)	thank you .	thank you .
<93>	(474.340-480.560)	kasama din natin ngayon si mister Sonny Barrios ang ating <hes> S_V_P <hes> president .	we are also with Mister Sonny Barrios our S_V_P president today .
<94>	(480.560-482.608)	<sta> sir uhm .	sir yes .
<95>	(482.608-486.253)	ito nga grabe ang emosyon ngayon dito no nakita 'yung ups and the downs .	the emotions here right now are overwhelming when the ups and the downs were seen .
<96>	(486.253-492.104)	I think it is fair to say is it true correct to say na parang umaasa talaga tayo 'nung naghihintay tayo .	I think it is fair to say is it true correct to say that we are really just depending that we are waiting .
<97>	(492.104-495.740)	everybody had <hes> a feeling na we were going to get it .	everybody had a feeling that we were going to get it .
<98>	(495.740-497.094)	well yes .	well yes .
<99>	(497.094-511.107)	<hes> we were while waiting for the decision even ins -- inside the coffee break room everybody was saying we had a better presentation including some of our Chinese friends no .	we were while waiting for the decision even -- inside the coffee break room everybody was saying we had a better presentation including some of our Chinese friends .
<100>	(511.107-524.251)	and when the -- when our Q and A group came out and we talked about how it went <no-speech> sabi nila wala namang nangyaring ika nga <hes> hindi na atin nasagot ng maayos no .	and when the -- when our Q and A group came out and we talked about how it went they said nothing happened like they say we can't answer properly no .
<101>	(524.251-532.225)	so we were really hoping for the best but <hes> sabi nila sa basketball that's how the ball bounces ano and <hes> %incomplete	so we were really hoping for the best but they said in basketball that's how the ball bounces right and %incomplete
<102>	(532.225-535.827)	<sta> looking forward mister Barrios sport naman tayo .	looking forward Mister Barrios we are sport .
<103>	(535.827-537.320)	looking forward mister Barrios no .	looking forward Mister Barrios no .
<104>	(537.320-546.243)	okay hindi na nga natin nakuha 'yung hosting rights for the twenty nineteen FIBA World Cup but mayroon tayong hinaharap na FIBA Asia Championships .	okay we did not get the hosting rights for the twenty nineteen FIBA World Cup but we are facing the FIBA Asia Championships .
<105>	(546.243-557.010)	will this make us -- will this kind of decision <hes> very disappointing one will mate -- will this make us strive stronger to win that champions -- championship sa Changsa ?	will this make us -- will this kind of decision very disappointing one will make -- will this make us strive stronger to win the championship in Changsa ?
<106>	(557.010-558.544)	well dapat lamang .	well we should .
<107>	(558.544-569.370)	ang ano naman natin 'yung adversity ayokong sabihin na madali sa atin no but we always rise to the challenge Quinito .	what adversity is to us I don't want to say it is easy for us but we always rise to the challenge Quinito .
<108>	(569.370-577.700)	and I think <hes> we are resilient enough and 'yung puso natin laban Pilipinas natin will prevail .	and I think we are resilient enough and our hearts fighting for the Philippines will prevail .
<109>	(577.700-578.402)	thank you .	thank you .
<110>	(578.402-579.899)	<overlap> maraming-maraming salamat mister Sonny Barrios .	thank you very much Mister Sonny Barrios .
<111>	(579.899-580.212)	<overlap> thank you mister Barrios .	thank you Mister Barrios .
<112>	(580.212-582.554)	once again congratulations you -- congratulations to us .	once again congratulations you -- congratulations to us .
<113>	(582.554-585.760)	alam mo Quinito <hes> just to summarize what happened here .	you know Quinito just to summarize what happened here .
<114>	(585.760-594.004)	I think <hes> it wasn't all entirely a lost dahil nagkaroon naman ng parang renewed <hes> fervor sa ating pagiging proud na maging Pilipino .	I think it wasn't all entirely a lost because there was like a renewed fervor in our pride of being a Filipino .
<115>	(594.004-608.350)	nakita natin 'yan s pagka trending worldwide at sa iba-ibang tweets at messages sa -- on social media na talagang ramdam ng <hes> mga pinoy na kahit hindi man natin nakuha ang <hes> FIBA twenty nineteen eh marami tayong puwedeng ipagyabang at ipagmalaki .	we saw that in the trending worldwide and different tweets and messages on -- on social media that it is really felt by Filipinos that even if we didn't get the FIBA twenty nineteen we have many things we can be proud of .
<116>	(608.350-611.679)	well <hes> maganda 'yung sinabi ni Lou Diamond Phillips kani-kanina lamang no .	well what Lou Diamond Phillips said just earlier was good right .
<117>	(611.679-613.340)	sinabi niya nothing to be ashamed of .	he said nothing to be ashamed of .
<118>	(613.340-617.950)	remember no 'nung nag-umpisa ang bidding process dito there were eight countries .	remember right when the bidding process started there were eight countries .
<119>	(617.950-621.543)	na-eliminate 'yung mga iba dalawa na lang natira Philippines and China .	the others were eliminated only two were left Philippines and China .
<120>	(621.543-623.710)	we were up against giants right from the start .	we were up against giants right from the start .
<121>	(623.710-628.680)	na-eliminate natin 'yung Germany 'yung France 'yung Lithuania naiwan tayo at saka China .	we eliminated Germany France Lithuania we and China were left .
<122>	(628.680-631.010)	<sta> then we gave China a good fight .	then we gave China a good fight .
<123>	(631.010-637.398)	giant ang China Goliath ang China this time they do did prevail but David will still prevail later on I'm sure .	China is a giant China is Goliath this time they do did prevail but David will still prevail later on I'm sure .
<124>	(637.398-651.769)	and I think we still did make an impression a napansin na naman tayo ng buong mundo and <hes> only for that reason hindi dapat tayo maging masyadong malungkot at <hes> alam ko ang ating <hes> chairman si Manny V Pangilinan is of course has mixed emotions din ngayon .	and I think we still did make an impression we were noticed by the whole world only for that reason we shouldn't be too sad and I know that our chairman Manny V Pangilinan is of course has mixed emotions too today .
<125>	(651.769-659.398)	<hes> pipilitin nating makausap siya maya-maya dahil <hes> siguro nga medyo talagang <hes> iniisip pa niya kung ano ang nangyari as with everybody else .	we will try to talk to him later because for sure really he is still thinking about what happened as with everybody else .
<126>	(659.398-669.587)	'yan muna ang <hes> dito muna kami magtatapos <hes> Lucie at <hes> maya-maya kukunin din namin siguro ang <hes> panig ni Manny V Pangilinan at <hes> ibibigay din namin sa 'yo .	that for now is the we will finish here for now Lucie and later we will probably get the opinion of Manny V Pangilinan and give that to you .
<127>	(669.587-685.536)	bask to you <overlap> oo Chiqui <hes> aabangan namin 'yang interview kay <hes> M_V_P siyempre dahil <hes> marami kaming mga tanong din dito dahil kami rin ay nagdurugo nga ang aming puso kaya gusto naming marinig straight from the horse's mouth ika nga what he thinks about the decision .	bask to you yes Chiqui we will wait for that interview with M_V_P because of course we also have many questions here because our hearts too are bleeding so we want to hear straight from the horse's mouth like they say what he thinks about the decision .
<128>	(685.536-689.329)	alright maraming salamat sa 'yo Chiqui Roa-Puno live mula sa Tokyo Japan .	alright thanks to you Chiqui Roa-Puno live from Tokyo Japan .
<129>	(689.329-690.250)	<no-speech>	<no-speech>
<130>	(690.250-691.813)	be sure to comeback .	be sure to comeback .
