<1>	(0.000-2.064)	<no-speech>	<no-speech>
<30>	(161.360-189.820)	<sta> si John the twenty third ang siyang nag-umpisa <sta> ng second Vatican council kung saan pilit na ipinaintindi sa tao <sta> kung ano at sino ang <int> simbahan at <sta> si John Paul the second naman <hes> kaya siya napalapit sa mga tao ay dahil nilapit niya ang kaniyang sarili sa mga tao <sta> dahil siya ang nagpasimula ng World Youth Day .	John the twenty-third started the second Vatican council wherein he insisted for the people to understand what and who is the church and John Paul the second the reason why he was close to the people is because he made himself closer to the people because he started World Youth Day .
<31>	(189.820-200.610)	<sta> pilit niyang inilapit si Kristo lalong-lalo na sa mga kabataan <sta> ng sa gayon makilala <int> nila at mahalin si Kristo ng lubusan .	he tried to make Christ closer especially to the youth so they will get to know and love Christ completely .
<32>	(200.610-210.220)	<sta> kahit na limang taon lamang sa serbisyo si Pope John the twenty third <sta> nakilala siya sa kaniyang adbokasya at binansagan bilang the Good Pope .	even if Pope John the twenty-third was only in service for five years he was known for his advocacy and nicknamed the Good Pope .
<33>	(210.220-221.540)	si John <sta> the twenty third ay tinawag na Good Pope dahil unang-una ang nais niyang <sta> magkaroon ng kapayapaan sa buong mundo .	John the twenty-third was called the Good Pope because first of all his desire to have peace in the whole world .
<34>	(221.540-228.792)	<hes> nais niyang makipagharap <sta> sa mga tao bilang tao hindi bilang Santo Papa .	he wanted to face the people as a person and not as the Pope .
<35>	(228.792-232.380)	ipinangak bilang Angelo Giuseppe Roncalli .	born as Angelo Giuseppe Roncalli .
<36>	(232.380-236.930)	<sta> panganay na lalaki sa labintatlong magkakapatid si Pope John the twenty third .	Pope John the twenty-third was the eldest son from thirteen siblings .
<37>	(236.930-248.160)	<sta> lumaki siya sa isang maralitang pamilya sa Lombardi <sta> na ngayo'y sakop ng Sotto il Monte sa Italya na ang hanap-buhay ay tinatawag na sharecroppers o nangangamuhan lamang .	he grew up in a poor family in Lombardi that is now part of Sotto il Monte in Italy whose livelihood was called sharecroppers or sharecroppers only .
<38>	(248.160-253.980)	<sta> kaya naman madali niyang naibahagi sa maraming mahihirap na Katoliko ang salita ng Diyos .	so he was able to easily share to many poor Catholics the word of God .
<39>	(253.980-276.690)	<sta> no'ng siya ay Santo Papa ang nais niya talagang mangyari ay <sta> magkaroon ng mga pagbabago sa ating simbahan kaya <sta> it was the opening of the doors of the Church <sta> because he wanted to project an image that the Church is a happy Church .	when he was Pope what he really wanted to happen is for there to be changes in our church so it was the opening of the doors of the Church because he wanted to project an image that the Church is a happy Church .
<40>	(276.690-281.229)	<foreign> <foreign> .	<foreign><foreign> .
<41>	(281.229-291.260)	<sta> samantala halos dalawang dekada namang nagsilbing ama ng Simbahang Katolika si Pope John Paul the second <sta> na mas kilala rin sa tawag na John Paul The Great .	meanwhile Pope John Paul the second who is also recognized more with the nickname John Paul The Great served as the father of the Catholic Church for almost two decades .
<42>	(291.260-307.705)	isa sa mga kagalingan <sta> na ginawa ni Pope John Paul the Second ay nais niyang <sta> ipinaintindi ang kung sino ang Diyos at kung sino ang tao <sta> sa harap ng Diyos .	one of the accomplishments done by Pope John Paul the Second is he wanted who is God and who is man in front of God to be understood .
<43>	(307.705-315.511)	dahil sa kaniya nakilala ng maraming tao kung sino ang Diyos <sta> lalong-lalo na ang kabataan .	because of him more people got to know who is God especially the youth .
<44>	(315.511-319.340)	nabinyagan siya sa pangalang Karl Joseph Wojtyla .	he was baptized with the name Karl Joseph Wojtyla .
<45>	(319.340-322.784)	<sta> bunso sa tatlong magkakapatid si Pope John Paul the second .	Pope John Paul the second was the youngest of three siblings .
<46>	(322.784-327.980)	maituturing na middle class naman ang kaniyang pamilya sa Wadowice sa Poland .	his family at Wadowice in Poland is considered as middle class .
<47>	(327.980-342.470)	<sta> ang kaniyang karanasan sa Nazi at sa panahon ng Holocaust ang nagpatibay ng loob at <sta> pananampalataya ng pinakaunang naluklok na Santo Papa na hindi Italiano sa loob ng tatlong daang taong kasaysayan ng Vatican .	his experience with the Nazi at the time of Holocaust strengthened the heart and faith of the first designated Pope Saint who isn't an Italian in three hundred years of history of Vatican .
<48>	(342.470-366.187)	<sta> siya ay naging popular dahil marunong siyang gumamit ng mass media <sta> and the social media at tsaka talaga naman <sta> charismatic yung kaniyang personality <sta> kaya nga kahit no'ng pumunta siya dito sa ating bansa <sta> eh makita mo palang siya nagsisigawan na yung mga tao .	he became popular because he knew how to use mass media and social media and his personality is really charismatic that's why when he came to our country just by seeing him people are already shouting .
<49>	(366.187-370.925)	wala pa man siyang sinasabi <sta> parang mahal na mahal na siya ng tao .	without saying anything it seems people love him very much already .
<50>	(370.925-375.787)	tinaas pa lang niya yung baston niya nagsigawan na ang lahat ng tao .	he just raised his baton and all the people were already shouting .
<51>	(375.787-378.290)	<no-speech>	<no-speech>
<52>	(378.290-385.330)	<sta> kaya naman pinakaaabangan na ng lahat lalo na ng mga netizen ang gaganaping kanonisasyon sa linggo .	that is why everyone especially the netizens are awaiting the canonization this Sunday .
<53>	(385.330-399.320)	<sta> maugong kasi ang reaksiyon online na ang pagiging konserbatibo ni Blessed John the twenty third at ang pagiging radikal naman ni Blessed John Paul the second ay maaaring magbuklod <sta> sa magkaibang pananaw ng mga Katoliko sa buong mundo .	the reactions online is very active about how Blessed John the twenty-third is conservative and how Blessed John Paul the second is radical which may bond the different points of view of Catholics all over the world .
<54>	(399.320-401.104)	<no-speech>	<no-speech>
